No,year,month,day,hour,pm25,TEMP,PRES,cbwd
35208,2014,1,6,23,201,-1,1024,cv
35209,2014,1,7,0,217,-1,1024,cv
35210,2014,1,7,1,208,-2,1024,NE
35211,2014,1,7,2,204,-4,1024,cv
35212,2014,1,7,3,213,-4,1025,NW
35213,2014,1,7,4,256,-3,1025,NW
35214,2014,1,7,5,211,-3,1024,NW
35215,2014,1,7,6,203,-5,1024,NW
35216,2014,1,7,7,212,-5,1025,NW
35217,2014,1,7,8,205,-3,1026,NW
35218,2014,1,7,9,196,-1,1027,NW
35219,2014,1,7,10,182,1,1028,NW
35220,2014,1,7,11,124,3,1027,NE
35221,2014,1,7,12,102,3,1027,NE
35222,2014,1,7,13,77,5,1026,NE
35223,2014,1,7,14,48,5,1026,NE
35224,2014,1,7,15,38,5,1026,NW
35225,2014,1,7,16,31,5,1027,NE
35226,2014,1,7,17,27,4,1028,NW
35227,2014,1,7,18,33,4,1028,NW
35228,2014,1,7,19,35,-1,1029,NW
35229,2014,1,7,20,29,-1,1030,NW
35230,2014,1,7,21,24,0,1031,NW
35231,2014,1,7,22,26,0,1032,NW
35232,2014,1,7,23,11,-4,1032,NW
35233,2014,1,8,0,14,-3,1032,NW
35234,2014,1,8,1,12,-4,1033,NW
35235,2014,1,8,2,9,-4,1033,NW
35236,2014,1,8,3,11,-4,1033,NW
35237,2014,1,8,4,15,-5,1034,NW
35238,2014,1,8,5,13,-5,1034,NE
35239,2014,1,8,6,15,-6,1034,NW
35240,2014,1,8,7,17,-6,1034,NW
35241,2014,1,8,8,19,-5,1035,NE
35242,2014,1,8,9,18,-5,1036,NW
35243,2014,1,8,10,21,-2,1036,NW
35244,2014,1,8,11,17,-1,1035,cv
35245,2014,1,8,12,22,0,1034,NW
35246,2014,1,8,13,23,1,1033,NW
35247,2014,1,8,14,16,0,1032,NW
35248,2014,1,8,15,22,0,1032,NW
35249,2014,1,8,16,18,0,1032,NW
35250,2014,1,8,17,17,-1,1033,NW
35251,2014,1,8,18,21,-2,1033,NW
35252,2014,1,8,19,23,-2,1033,NW
35253,2014,1,8,20,22,-5,1034,NW
35254,2014,1,8,21,21,-7,1034,NW
35255,2014,1,8,22,23,-8,1034,NW
35256,2014,1,8,23,53,-7,1034,SE
35257,2014,1,9,0,66,-10,1034,cv
35258,2014,1,9,1,52,-10,1033,NW
35259,2014,1,9,2,30,-9,1033,NW
35260,2014,1,9,3,10,-11,1033,NW
35261,2014,1,9,4,10,-8,1033,NW
35262,2014,1,9,5,13,-6,1033,NW
35263,2014,1,9,6,11,-7,1033,NW
35264,2014,1,9,7,14,-9,1033,NW
35265,2014,1,9,8,20,-9,1034,NW
35266,2014,1,9,9,22,-4,1035,NW
35267,2014,1,9,10,23,-3,1035,NW
35268,2014,1,9,11,20,-2,1034,NW
35269,2014,1,9,12,17,0,1032,NW
35270,2014,1,9,13,14,0,1031,NW
35271,2014,1,9,14,10,1,1029,NW
35272,2014,1,9,15,10,1,1029,NW
35273,2014,1,9,16,27,1,1029,NW
35274,2014,1,9,17,44,0,1029,SE
35275,2014,1,9,18,53,-1,1029,SE
35276,2014,1,9,19,59,-2,1030,SE
35277,2014,1,9,20,56,-2,1030,SE
35278,2014,1,9,21,58,-2,1030,SE
35279,2014,1,9,22,66,-6,1031,cv
35280,2014,1,9,23,73,-8,1031,NE
35281,2014,1,10,0,83,-9,1031,cv
35282,2014,1,10,1,81,-9,1031,cv
35283,2014,1,10,2,91,-12,1031,NW
35284,2014,1,10,3,104,-11,1031,NW
35285,2014,1,10,4,88,-12,1031,NW
35286,2014,1,10,5,85,-13,1031,NW
35287,2014,1,10,6,66,-13,1031,NW
35288,2014,1,10,7,47,-13,1031,NW
35289,2014,1,10,8,70,-11,1031,cv
35290,2014,1,10,9,61,-8,1032,NW
35291,2014,1,10,10,47,-5,1032,cv
35292,2014,1,10,11,61,-2,1032,cv
35293,2014,1,10,12,69,0,1031,cv
35294,2014,1,10,13,66,3,1030,NW
35295,2014,1,10,14,63,3,1029,NW
35296,2014,1,10,15,43,4,1029,SE
35297,2014,1,10,16,48,5,1029,NW
35298,2014,1,10,17,67,2,1029,SE
35299,2014,1,10,18,87,1,1030,SE
35300,2014,1,10,19,127,1,1030,SE
35301,2014,1,10,20,126,-3,1031,cv
35302,2014,1,10,21,126,1,1031,cv
35303,2014,1,10,22,106,-5,1032,SE
35304,2014,1,10,23,104,-8,1032,SE
35305,2014,1,11,0,118,-9,1032,NE
35306,2014,1,11,1,141,-9,1032,NE
35307,2014,1,11,2,199,-9,1032,NW
35308,2014,1,11,3,262,-10,1032,NW
35309,2014,1,11,4,234,-10,1032,NW
35310,2014,1,11,5,221,-11,1032,cv
35311,2014,1,11,6,177,-12,1031,NW
35312,2014,1,11,7,135,-11,1031,NW
35313,2014,1,11,8,108,-11,1032,NE
35314,2014,1,11,9,97,-7,1032,cv
35315,2014,1,11,10,87,-3,1032,NW
35316,2014,1,11,11,85,-1,1031,NW
35317,2014,1,11,12,81,1,1030,NW
35318,2014,1,11,13,82,3,1029,cv
35319,2014,1,11,14,81,5,1028,NW
35320,2014,1,11,15,111,5,1027,cv
35321,2014,1,11,16,143,4,1027,SE
35322,2014,1,11,17,153,2,1027,SE
35323,2014,1,11,18,189,2,1028,SE
35324,2014,1,11,19,244,2,1029,SE
35325,2014,1,11,20,273,-4,1029,NW
35326,2014,1,11,21,218,-5,1030,NW
35327,2014,1,11,22,227,-1,1031,NW
35328,2014,1,11,23,95,-2,1032,cv
35329,2014,1,12,0,20,1,1032,NW
35330,2014,1,12,1,98.61321455,-1,1033,NW
35331,2014,1,12,2,98.61321455,-1,1034,NW
35332,2014,1,12,3,98.61321455,-3,1035,NW
35333,2014,1,12,4,98.61321455,-6,1035,NW
35334,2014,1,12,5,98.61321455,-7,1035,NW
35335,2014,1,12,6,12,-6,1036,NW
35336,2014,1,12,7,12,-7,1037,NW
35337,2014,1,12,8,17,-6,1038,cv
35338,2014,1,12,9,33,-2,1039,NW
35339,2014,1,12,10,22,0,1039,NW
35340,2014,1,12,11,20,1,1039,NE
35341,2014,1,12,12,10,1,1038,cv
35342,2014,1,12,13,14,2,1036,NW
35343,2014,1,12,14,12,2,1036,NW
35344,2014,1,12,15,12,4,1035,NW
35345,2014,1,12,16,8,3,1035,NW
35346,2014,1,12,17,19,2,1035,cv
35347,2014,1,12,18,40,1,1035,SE
35348,2014,1,12,19,37,0,1035,SE
35349,2014,1,12,20,42,-2,1035,cv
35350,2014,1,12,21,56,-4,1035,cv
35351,2014,1,12,22,62,-8,1035,NW
35352,2014,1,12,23,57,-9,1035,NE
35353,2014,1,13,0,57,-9,1034,cv
35354,2014,1,13,1,75,-9,1034,NW
35355,2014,1,13,2,96,-9,1034,cv
35356,2014,1,13,3,110,-9,1034,NW
35357,2014,1,13,4,97,-11,1033,NW
35358,2014,1,13,5,105,-11,1033,NW
35359,2014,1,13,6,84,-12,1033,NE
35360,2014,1,13,7,106,-11,1033,NW
35361,2014,1,13,8,112,-11,1033,NE
35362,2014,1,13,9,120,-8,1034,NE
35363,2014,1,13,10,117,-4,1033,cv
35364,2014,1,13,11,118,-1,1033,cv
35365,2014,1,13,12,106,0,1031,cv
35366,2014,1,13,13,96,1,1030,cv
35367,2014,1,13,14,82,2,1029,cv
35368,2014,1,13,15,63,3,1029,SE
35369,2014,1,13,16,79,3,1029,cv
35370,2014,1,13,17,125,0,1029,SE
35371,2014,1,13,18,119,-2,1030,cv
35372,2014,1,13,19,115,-6,1030,NE
35373,2014,1,13,20,131,-6,1031,SE
35374,2014,1,13,21,177,-7,1031,NE
35375,2014,1,13,22,287,-7,1032,SE
35376,2014,1,13,23,299,-8,1032,NE
35377,2014,1,14,0,250,-7,1033,NW
35378,2014,1,14,1,159,-8,1033,NW
35379,2014,1,14,2,124,-9,1033,NW
35380,2014,1,14,3,123,-8,1034,NW
35381,2014,1,14,4,49,-10,1034,NW
35382,2014,1,14,5,36,-9,1034,cv
35383,2014,1,14,6,59,-9,1034,cv
35384,2014,1,14,7,85,-9,1035,cv
35385,2014,1,14,8,170,-11,1035,NW
35386,2014,1,14,9,180,-7,1036,NW
35387,2014,1,14,10,227,-2,1036,NW
35388,2014,1,14,11,199,-1,1036,cv
35389,2014,1,14,12,168,1,1035,cv
35390,2014,1,14,13,93,2,1033,cv
35391,2014,1,14,14,80,3,1033,NW
35392,2014,1,14,15,111,3,1033,cv
35393,2014,1,14,16,133,3,1032,SE
35394,2014,1,14,17,135,1,1033,SE
35395,2014,1,14,18,94,0,1033,SE
35396,2014,1,14,19,103,0,1033,SE
35397,2014,1,14,20,92,1,1033,cv
35398,2014,1,14,21,93,-5,1034,cv
35399,2014,1,14,22,109,-5,1034,cv
35400,2014,1,14,23,122,-6,1034,cv
35401,2014,1,15,0,123,-7,1033,cv
35402,2014,1,15,1,122,-8,1033,NW
35403,2014,1,15,2,172,-7,1034,NW
35404,2014,1,15,3,213,-10,1033,NW
35405,2014,1,15,4,196,-10,1033,NW
35406,2014,1,15,5,158,-10,1033,cv
35407,2014,1,15,6,103,-10,1032,cv
35408,2014,1,15,7,90,-10,1033,NW
35409,2014,1,15,8,70,-7,1033,NW
35410,2014,1,15,9,67,-5,1033,NW
35411,2014,1,15,10,66,-2,1033,NW
35412,2014,1,15,11,52,0,1033,NW
35413,2014,1,15,12,55,2,1032,cv
35414,2014,1,15,13,51,5,1030,cv
35415,2014,1,15,14,47,5,1029,cv
35416,2014,1,15,15,48,5,1029,cv
35417,2014,1,15,16,60,5,1029,cv
35418,2014,1,15,17,88,2,1028,SE
35419,2014,1,15,18,279,2,1029,SE
35420,2014,1,15,19,435,0,1029,SE
35421,2014,1,15,20,489,-2,1029,cv
35422,2014,1,15,21,513,-2,1029,cv
35423,2014,1,15,22,539,-2,1028,SE
35424,2014,1,15,23,567,-2,1029,cv
35425,2014,1,16,0,569,-3,1028,SE
35426,2014,1,16,1,659,-3,1027,cv
35427,2014,1,16,2,648,-3,1027,cv
35428,2014,1,16,3,651,-3,1027,cv
35429,2014,1,16,4,671,-3,1027,NE
35430,2014,1,16,5,623,-3,1026,SE
35431,2014,1,16,6,618,-4,1027,NW
35432,2014,1,16,7,532,-4,1027,NW
35433,2014,1,16,8,477,-5,1028,NW
35434,2014,1,16,9,479,-5,1028,NW
35435,2014,1,16,10,490,-2,1028,cv
35436,2014,1,16,11,476,1,1028,NE
35437,2014,1,16,12,457,2,1027,NE
35438,2014,1,16,13,327,3,1027,NE
35439,2014,1,16,14,161,4,1026,SE
35440,2014,1,16,15,286,5,1027,SE
35441,2014,1,16,16,298,5,1027,SE
35442,2014,1,16,17,310,3,1027,SE
35443,2014,1,16,18,332,0,1029,SE
35444,2014,1,16,19,391,-2,1029,SE
35445,2014,1,16,20,437,-1,1030,SE
35446,2014,1,16,21,422,-1,1031,cv
35447,2014,1,16,22,320,-2,1031,SE
35448,2014,1,16,23,346,-1,1031,SE
35449,2014,1,17,0,351,-1,1031,SE
35450,2014,1,17,1,297,-2,1031,SE
35451,2014,1,17,2,290,-2,1031,SE
35452,2014,1,17,3,250,-2,1031,SE
35453,2014,1,17,4,170,-2,1031,SE
35454,2014,1,17,5,103,-3,1031,SE
35455,2014,1,17,6,79,-3,1031,SE
35456,2014,1,17,7,73,-3,1032,cv
35457,2014,1,17,8,74,-3,1032,SE
35458,2014,1,17,9,77,-3,1033,SE
35459,2014,1,17,10,81,-2,1033,SE
35460,2014,1,17,11,95,0,1033,cv
35461,2014,1,17,12,115,1,1032,SE
35462,2014,1,17,13,77,3,1031,cv
35463,2014,1,17,14,67,5,1030,cv
35464,2014,1,17,15,13,5,1030,NW
35465,2014,1,17,16,12,5,1030,NW
35466,2014,1,17,17,10,4,1030,NW
35467,2014,1,17,18,195,4,1031,NW
35468,2014,1,17,19,238,3,1031,NW
35469,2014,1,17,20,293,3,1031,NW
35470,2014,1,17,21,384,3,1032,NW
35471,2014,1,17,22,381,-1,1032,NW
35472,2014,1,17,23,296,3,1032,NW
35473,2014,1,18,0,38,1,1032,NW
35474,2014,1,18,1,19,-2,1032,NW
35475,2014,1,18,2,22,2,1033,NW
35476,2014,1,18,3,20,-1,1033,NW
35477,2014,1,18,4,14,-4,1033,NW
35478,2014,1,18,5,23,-5,1033,NE
35479,2014,1,18,6,19,-8,1033,NE
35480,2014,1,18,7,22,-6,1034,NE
35481,2014,1,18,8,33,-5,1034,NW
35482,2014,1,18,9,42,-1,1035,NW
35483,2014,1,18,10,40,3,1035,NW
35484,2014,1,18,11,43,4,1035,NE
35485,2014,1,18,12,56,5,1034,cv
35486,2014,1,18,13,57,6,1033,cv
35487,2014,1,18,14,153,6,1032,SE
35488,2014,1,18,15,108,6,1032,SE
35489,2014,1,18,16,89,5,1031,SE
35490,2014,1,18,17,87,3,1031,SE
35491,2014,1,18,18,95,3,1032,SE
35492,2014,1,18,19,111,1,1032,cv
35493,2014,1,18,20,112,1,1031,SE
35494,2014,1,18,21,145,1,1031,SE
35495,2014,1,18,22,184,-2,1032,SE
35496,2014,1,18,23,178,-2,1031,SE
35497,2014,1,19,0,170,-2,1030,SE
35498,2014,1,19,1,161,-2,1030,SE
35499,2014,1,19,2,133,-2,1030,SE
35500,2014,1,19,3,114,-2,1028,SE
35501,2014,1,19,4,112,-2,1027,cv
35502,2014,1,19,5,114,-3,1027,cv
35503,2014,1,19,6,130,-3,1026,SE
35504,2014,1,19,7,133,-2,1026,cv
35505,2014,1,19,8,143,-3,1025,cv
35506,2014,1,19,9,137,-2,1026,cv
35507,2014,1,19,10,143,-2,1026,NW
35508,2014,1,19,11,145,-1,1025,NW
35509,2014,1,19,12,185,1,1023,cv
35510,2014,1,19,13,198,2,1021,cv
35511,2014,1,19,14,205,3,1020,SE
35512,2014,1,19,15,195,3,1020,SE
35513,2014,1,19,16,203,3,1020,SE
35514,2014,1,19,17,209,1,1021,SE
35515,2014,1,19,18,202,1,1022,cv
35516,2014,1,19,19,28,5,1023,NW
35517,2014,1,19,20,26,3,1024,NW
35518,2014,1,19,21,22,2,1025,NW
35519,2014,1,19,22,24,2,1026,NW
35520,2014,1,19,23,16,1,1025,NW
35521,2014,1,20,0,16,-1,1025,NW
35522,2014,1,20,1,17,0,1026,NW
35523,2014,1,20,2,7,-1,1027,NW
35524,2014,1,20,3,9,-1,1027,NW
35525,2014,1,20,4,10,-2,1027,NW
35526,2014,1,20,5,8,-2,1028,NW
35527,2014,1,20,6,7,-3,1028,NW
35528,2014,1,20,7,10,-2,1028,NW
35529,2014,1,20,8,11,-2,1029,NW
35530,2014,1,20,9,11,-1,1029,NW
35531,2014,1,20,10,10,0,1030,NW
35532,2014,1,20,11,7,1,1030,NW
35533,2014,1,20,12,9,2,1030,NW
35534,2014,1,20,13,14,3,1029,NW
35535,2014,1,20,14,13,4,1029,NW
35536,2014,1,20,15,14,3,1029,NW
35537,2014,1,20,16,9,3,1030,NW
35538,2014,1,20,17,14,2,1030,NW
35539,2014,1,20,18,9,1,1032,NW
35540,2014,1,20,19,8,0,1032,NW
35541,2014,1,20,20,10,0,1033,NW
35542,2014,1,20,21,8,-1,1034,NW
35543,2014,1,20,22,9,-1,1034,NW
35544,2014,1,20,23,11,-1,1034,NW
35545,2014,1,21,0,11,-2,1034,NW
35546,2014,1,21,1,10,-3,1034,NW
35547,2014,1,21,2,15,-2,1034,NW
35548,2014,1,21,3,13,-6,1035,NW
35549,2014,1,21,4,16,-4,1035,NW
35550,2014,1,21,5,13,-6,1035,NW
35551,2014,1,21,6,18,-5,1035,NW
35552,2014,1,21,7,18,-5,1035,NW
35553,2014,1,21,8,22,-5,1035,NE
35554,2014,1,21,9,23,-3,1035,NE
35555,2014,1,21,10,24,-1,1035,NW
35556,2014,1,21,11,24,2,1035,NW
35557,2014,1,21,12,23,2,1033,cv
35558,2014,1,21,13,23,4,1032,NW
35559,2014,1,21,14,42,4,1030,cv
35560,2014,1,21,15,54,4,1030,SE
35561,2014,1,21,16,48,3,1029,SE
35562,2014,1,21,17,66,3,1029,SE
35563,2014,1,21,18,56,1,1029,SE
35564,2014,1,21,19,67,1,1029,SE
35565,2014,1,21,20,95,-1,1028,SE
35566,2014,1,21,21,111,-1,1028,SE
35567,2014,1,21,22,112,-4,1028,cv
35568,2014,1,21,23,113,-5,1027,NE
35569,2014,1,22,0,127,-6,1027,SE
35570,2014,1,22,1,137,-6,1026,NE
35571,2014,1,22,2,164,-8,1026,NW
35572,2014,1,22,3,190,-8,1026,NW
35573,2014,1,22,4,175,-9,1025,NW
35574,2014,1,22,5,142,-9,1025,NW
35575,2014,1,22,6,107,-9,1025,NW
35576,2014,1,22,7,101,-10,1025,NW
35577,2014,1,22,8,100,-9,1025,NW
35578,2014,1,22,9,97,-5,1025,cv
35579,2014,1,22,10,101,-2,1025,NW
35580,2014,1,22,11,105,0,1025,NW
35581,2014,1,22,12,117,2,1024,cv
35582,2014,1,22,13,119,3,1023,SE
35583,2014,1,22,14,115,5,1021,cv
35584,2014,1,22,15,125,5,1021,cv
35585,2014,1,22,16,98.61321455,5,1021,SE
35586,2014,1,22,17,98.61321455,4,1021,cv
35587,2014,1,22,18,184,1,1021,cv
35588,2014,1,22,19,210,-2,1021,SE
35589,2014,1,22,20,213,-2,1022,SE
35590,2014,1,22,21,237,-4,1022,SE
35591,2014,1,22,22,258,-5,1022,NE
35592,2014,1,22,23,264,-5,1022,SE
35593,2014,1,23,0,324,-3,1021,SE
35594,2014,1,23,1,344,-6,1021,NW
35595,2014,1,23,2,356,-7,1020,cv
35596,2014,1,23,3,366,-7,1020,cv
35597,2014,1,23,4,350,-7,1020,NW
35598,2014,1,23,5,321,-8,1019,cv
35599,2014,1,23,6,294,-8,1018,NW
35600,2014,1,23,7,239,-8,1018,NW
35601,2014,1,23,8,219,-6,1018,NW
35602,2014,1,23,9,221,-5,1018,cv
35603,2014,1,23,10,245,-2,1017,cv
35604,2014,1,23,11,311,0,1018,NW
35605,2014,1,23,12,240,2,1016,cv
35606,2014,1,23,13,235,2,1015,NE
35607,2014,1,23,14,232,2,1014,cv
35608,2014,1,23,15,238,3,1014,cv
35609,2014,1,23,16,243,3,1013,cv
35610,2014,1,23,17,282,1,1013,NE
35611,2014,1,23,18,310,-1,1014,cv
35612,2014,1,23,19,295,-4,1015,cv
35613,2014,1,23,20,301,-3,1015,NW
35614,2014,1,23,21,325,-5,1015,NE
35615,2014,1,23,22,319,-4,1015,NW
35616,2014,1,23,23,335,-3,1016,NW
35617,2014,1,24,0,301,-3,1015,NW
35618,2014,1,24,1,312,-3,1016,NW
35619,2014,1,24,2,316,-3,1015,NW
35620,2014,1,24,3,296,-3,1014,NW
35621,2014,1,24,4,270,-2,1015,NW
35622,2014,1,24,5,252,-3,1014,NW
35623,2014,1,24,6,234,-3,1014,NW
35624,2014,1,24,7,233,-3,1016,cv
35625,2014,1,24,8,241,-3,1016,cv
35626,2014,1,24,9,231,-1,1017,NW
35627,2014,1,24,10,214,1,1017,NW
35628,2014,1,24,11,210,4,1019,NW
35629,2014,1,24,12,178,5,1018,NW
35630,2014,1,24,13,142,7,1017,NW
35631,2014,1,24,14,122,10,1016,NE
35632,2014,1,24,15,59,10,1017,NE
35633,2014,1,24,16,47,10,1017,NE
35634,2014,1,24,17,40,9,1018,NE
35635,2014,1,24,18,32,9,1019,NE
35636,2014,1,24,19,48,8,1020,NE
35637,2014,1,24,20,32,5,1021,NE
35638,2014,1,24,21,25,4,1021,NW
35639,2014,1,24,22,26,4,1021,NE
35640,2014,1,24,23,43,1,1022,NW
35641,2014,1,25,0,54,1,1023,NE
35642,2014,1,25,1,55,-1,1022,NW
35643,2014,1,25,2,53,-1,1023,cv
35644,2014,1,25,3,60,-1,1023,cv
35645,2014,1,25,4,55,-1,1023,NW
35646,2014,1,25,5,42,-2,1023,NW
35647,2014,1,25,6,36,1,1024,NW
35648,2014,1,25,7,32,1,1025,NW
35649,2014,1,25,8,14,0,1026,NW
35650,2014,1,25,9,15,5,1027,NW
35651,2014,1,25,10,18,6,1028,NE
35652,2014,1,25,11,14,6,1028,NE
35653,2014,1,25,12,15,6,1028,NE
35654,2014,1,25,13,15,6,1027,NE
35655,2014,1,25,14,14,6,1027,NE
35656,2014,1,25,15,19,6,1027,NE
35657,2014,1,25,16,17,5,1027,NE
35658,2014,1,25,17,16,4,1028,SE
35659,2014,1,25,18,14,0,1029,cv
35660,2014,1,25,19,33,-1,1030,NW
35661,2014,1,25,20,45,-2,1031,NW
35662,2014,1,25,21,55,0,1032,SE
35663,2014,1,25,22,71,0,1033,SE
35664,2014,1,25,23,59,-1,1034,SE
35665,2014,1,26,0,42,-2,1034,SE
35666,2014,1,26,1,31,-3,1034,SE
35667,2014,1,26,2,30,-5,1034,cv
35668,2014,1,26,3,39,-3,1034,SE
35669,2014,1,26,4,23,-2,1033,SE
35670,2014,1,26,5,26,-2,1033,SE
35671,2014,1,26,6,25,-3,1033,SE
35672,2014,1,26,7,26,-5,1034,SE
35673,2014,1,26,8,24,-6,1034,SE
35674,2014,1,26,9,29,-3,1033,SE
35675,2014,1,26,10,28,-1,1033,SE
35676,2014,1,26,11,35,1,1032,SE
35677,2014,1,26,12,35,2,1031,SE
35678,2014,1,26,13,38,2,1029,SE
35679,2014,1,26,14,49,2,1027,SE
35680,2014,1,26,15,65,3,1026,SE
35681,2014,1,26,16,72,3,1024,SE
35682,2014,1,26,17,74,2,1024,SE
35683,2014,1,26,18,80,1,1024,cv
35684,2014,1,26,19,88,0,1024,SE
35685,2014,1,26,20,106,0,1023,SE
35686,2014,1,26,21,113,-1,1023,SE
35687,2014,1,26,22,139,-2,1022,SE
35688,2014,1,26,23,119,-3,1021,SE
35689,2014,1,27,0,122,-3,1020,SE
35690,2014,1,27,1,116,-5,1020,cv
35691,2014,1,27,2,132,-6,1019,NE
35692,2014,1,27,3,120,-6,1019,cv
35693,2014,1,27,4,111,-7,1018,NW
35694,2014,1,27,5,108,-6,1017,NW
35695,2014,1,27,6,110,-7,1017,NW
35696,2014,1,27,7,119,-7,1017,NW
35697,2014,1,27,8,125,-6,1017,NW
35698,2014,1,27,9,143,-4,1017,NW
35699,2014,1,27,10,149,-1,1017,NW
35700,2014,1,27,11,133,2,1018,NW
35701,2014,1,27,12,136,3,1017,NW
35702,2014,1,27,13,149,5,1016,NW
35703,2014,1,27,14,161,7,1016,NW
35704,2014,1,27,15,167,7,1016,NW
35705,2014,1,27,16,167,7,1017,NW
35706,2014,1,27,17,53,6,1018,cv
35707,2014,1,27,18,19,8,1020,NW
35708,2014,1,27,19,32,7,1022,NW
35709,2014,1,27,20,15,7,1023,NW
35710,2014,1,27,21,11,5,1025,NW
35711,2014,1,27,22,10,4,1026,NW
35712,2014,1,27,23,11,2,1027,NE
35713,2014,1,28,0,11,2,1028,NE
35714,2014,1,28,1,9,-1,1028,NW
35715,2014,1,28,2,19,-3,1029,NW
35716,2014,1,28,3,13,-4,1029,NW
35717,2014,1,28,4,13,-5,1029,NW
35718,2014,1,28,5,14,-5,1029,cv
35719,2014,1,28,6,17,-4,1029,NE
35720,2014,1,28,7,16,-3,1030,SE
35721,2014,1,28,8,18,-4,1031,cv
35722,2014,1,28,9,31,0,1031,cv
35723,2014,1,28,10,23,1,1031,SE
35724,2014,1,28,11,15,2,1031,SE
35725,2014,1,28,12,57,3,1030,SE
35726,2014,1,28,13,65,5,1028,SE
35727,2014,1,28,14,64,5,1028,SE
35728,2014,1,28,15,65,5,1027,SE
35729,2014,1,28,16,64,5,1026,SE
35730,2014,1,28,17,81,4,1025,SE
35731,2014,1,28,18,75,1,1025,SE
35732,2014,1,28,19,70,0,1025,SE
35733,2014,1,28,20,71,1,1025,SE
35734,2014,1,28,21,83,-1,1025,SE
35735,2014,1,28,22,74,-2,1024,SE
35736,2014,1,28,23,86,-3,1023,SE
35737,2014,1,29,0,75,-4,1023,SE
35738,2014,1,29,1,72,-5,1022,NE
35739,2014,1,29,2,74,-4,1021,SE
35740,2014,1,29,3,76,-5,1020,cv
35741,2014,1,29,4,84,-6,1019,cv
35742,2014,1,29,5,81,-7,1017,NE
35743,2014,1,29,6,86,-7,1016,cv
35744,2014,1,29,7,84,-7,1016,NE
35745,2014,1,29,8,88,-7,1015,SE
35746,2014,1,29,9,91,-3,1016,cv
35747,2014,1,29,10,102,-2,1015,SE
35748,2014,1,29,11,121,0,1014,SE
35749,2014,1,29,12,132,1,1013,NE
35750,2014,1,29,13,163,2,1012,SE
35751,2014,1,29,14,175,2,1011,cv
35752,2014,1,29,15,190,3,1011,cv
35753,2014,1,29,16,203,3,1011,cv
35754,2014,1,29,17,205,2,1011,cv
35755,2014,1,29,18,217,-1,1011,NE
35756,2014,1,29,19,241,-3,1012,NE
35757,2014,1,29,20,226,-3,1013,NW
35758,2014,1,29,21,225,-3,1013,NW
35759,2014,1,29,22,205,-4,1013,NW
35760,2014,1,29,23,213,-2,1013,cv
35761,2014,1,30,0,229,-3,1014,cv
35762,2014,1,30,1,217,-3,1014,cv
35763,2014,1,30,2,218,-4,1015,SE
35764,2014,1,30,3,128,-2,1015,cv
35765,2014,1,30,4,88,-1,1016,NW
35766,2014,1,30,5,20,-4,1016,NW
35767,2014,1,30,6,16,1,1017,NW
35768,2014,1,30,7,6,0,1018,NW
35769,2014,1,30,8,12,-2,1019,NW
35770,2014,1,30,9,20,4,1020,cv
35771,2014,1,30,10,26,4,1021,NE
35772,2014,1,30,11,16,5,1021,NE
35773,2014,1,30,12,16,7,1020,NE
35774,2014,1,30,13,16,7,1018,SE
35775,2014,1,30,14,12,8,1017,SE
35776,2014,1,30,15,17,8,1017,SE
35777,2014,1,30,16,17,8,1017,SE
35778,2014,1,30,17,25,7,1017,SE
35779,2014,1,30,18,39,4,1018,SE
35780,2014,1,30,19,54,4,1018,SE
35781,2014,1,30,20,123,2,1019,SE
35782,2014,1,30,21,142,0,1020,SE
35783,2014,1,30,22,157,-1,1020,SE
35784,2014,1,30,23,190,-2,1020,SE
35785,2014,1,31,0,137,-1,1021,SE
35786,2014,1,31,1,469,-1,1021,SE
35787,2014,1,31,2,344,-1,1021,SE
35788,2014,1,31,3,281,-2,1021,SE
35789,2014,1,31,4,209,-2,1020,cv
35790,2014,1,31,5,150,-4,1020,NE
35791,2014,1,31,6,138,-4,1020,NW
35792,2014,1,31,7,133,-3,1020,NW
35793,2014,1,31,8,130,-4,1020,NW
35794,2014,1,31,9,143,-1,1020,NW
35795,2014,1,31,10,103,1,1020,NW
35796,2014,1,31,11,81,2,1020,NW
35797,2014,1,31,12,70,2,1019,cv
35798,2014,1,31,13,81,3,1019,NW
35799,2014,1,31,14,117,3,1018,cv
35800,2014,1,31,15,130,3,1017,SE
35801,2014,1,31,16,146,3,1017,SE
35802,2014,1,31,17,144,2,1017,cv
35803,2014,1,31,18,147,2,1018,cv
35804,2014,1,31,19,140,1,1019,cv
35805,2014,1,31,20,148,2,1019,cv
35806,2014,1,31,21,155,2,1019,cv
35807,2014,1,31,22,167,2,1019,cv
35808,2014,1,31,23,180,2,1019,cv
35809,2014,2,1,0,183,2,1019,NE
35810,2014,2,1,1,181,2,1018,cv
35811,2014,2,1,2,172,2,1019,NW
35812,2014,2,1,3,167,2,1018,NW
35813,2014,2,1,4,171,1,1018,NW
35814,2014,2,1,5,179,1,1017,NW
35815,2014,2,1,6,175,1,1017,NW
35816,2014,2,1,7,190,2,1018,NW
35817,2014,2,1,8,189,2,1017,NW
35818,2014,2,1,9,187,3,1018,NW
35819,2014,2,1,10,178,3,1018,NW
35820,2014,2,1,11,184,3,1018,NE
35821,2014,2,1,12,152,4,1017,cv
35822,2014,2,1,13,124,4,1016,cv
35823,2014,2,1,14,163,4,1015,SE
35824,2014,2,1,15,143,4,1015,SE
35825,2014,2,1,16,127,4,1014,SE
